index,particle_id,type_b0,type_b1,type_b2,type_b3,flags16,ptr24,ptr28,ptr36,ptr48,ptr52,ptr56,field0,field4
702,445,2,0,0,0,3,11776,0,75024,70184,75060,70204,16793604,4294903413
703,446,0,0,0,0,3,1060,0,75076,1292,16996,58460,20480,4294903414
704,447,0,0,0,0,3,1060,0,75112,1292,75148,18364,16388,4294903415
705,459,2,1,1,2,3,75164,8452,3144,75360,7372,8512,1073758208,37946983
706,460,2,1,1,3,3,75380,75576,75588,75624,42728,75644,3221356612,72025737
707,461,2,1,1,3,3,75380,75576,75588,30060,25056,75644,3221356612,72091273
708,462,2,1,1,3,3,75380,75576,75588,42796,35952,75644,3221356612,72156809
709,463,2,1,1,3,3,75380,75576,75588,42816,42836,75644,3221356612,72222345
710,464,2,1,1,3,3,75380,75576,75588,42852,42872,75644,3221356612,72287881
711,465,2,1,1,3,3,75380,75576,75588,42888,932,75644,3221356612,72353417
712,466,2,1,1,3,3,75380,75576,75588,42908,42928,75644,3221356612,72418953
713,467,2,0,0,0,3,43156,75660,75672,75708,75728,75744,16793600,4294902038
714,469,2,0,3,3,3,13460,0,75760,75796,1520,75816,16793600,4294903419
715,469,2,0,0,0,3,24224,11972,3212,12552,584,12572,0,4294903399
716,469,1,0,3,3,3,1060,11972,75832,75868,75888,75904,286720,4294903402
717,470,2,0,3,3,3,1060,0,4692,75920,1520,75940,1090535424,4294903444
718,489,0,0,0,0,3,1060,0,75956,75992,38924,38940,16801792,4294903411
719,489,0,0,0,0,3,1060,0,38816,75992,38872,76012,16793600,4294903411
720,4294967295,2,0,3,3,3,1060,0,3212,1292,184,76028,16392,4294903399
721,4294967295,2,0,3,3,3,1060,0,3212,1292,184,76028,16392,4294903399
